"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Oil","EJ/yr",10.6211794601051,8.97665522981367,7.77746609268992,6.64156904921166,6.11018751457238,5.51365353081701,4.11868698518872,3.54743783277592,3.18425843764931,2.04564087434305
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Secondary Energy Trade","EJ/yr",0,0,0,0,0,0,0.140046759675108,0.586582082178691,1.8962423277592,3.77213076636407
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Solar","EJ/yr",0.125884053511706,0.129114670807453,0.178614129001433,0.246667132345915,0.309909216435738,0.375611770664118,0.415059308170091,0.456617248924988,0.497735105590062,0.565608074534162
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Wind","EJ/yr",0.00694132632584806,0.0172132890587673,0.0252748294314381,0.038687392259914,0.0521099569995222,0.0655325217391304,0.0789550864787387,0.0923776512183469,0.105790214046823,0.119212778786431
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity","PWh/yr",1.12126424749164,1.13715895126612,1.0805453559484,1.10369700191113,1.11894435977066,1.07838938843765,1.0691070592451,1.01589133540373,1.00238875537506,1.04570814381271
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",0.0127218752986144,0.0231183062589584,0.0258327138079312,0.0303585785953178,0.0348816650740564,0.03832676779742,0.0439333946488294,0.0484564811275681,0.0529823459149547,0.0575082107023411
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Biomass|w/o CCS","PWh/yr",0.0127218752986144,0.0231183062589584,0.0258327138079312,0.0303585785953178,0.0348816650740564,0.03832676779742,0.0439333946488294,0.0484564811275681,0.0529823459149547,0.0575082107023411
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.218113898709986,0.239104020544673,0.303288506927856,0.2891830339226,0.275688788819876,0.277144622551362,0.226721098901099,0.0777426325848064,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0,0.00145583373148591,0.00145583373148591,0.00145583373148591,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.218113898709986,0.239104020544673,0.303288506927856,0.2891830339226,0.275688788819876,0.275688788819876,0.225265265169613,0.0762867988533206,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.355506817964644,0.393569646440517,0.50560216435738,0.417852064022933,0.343398948877211,0.287930016722408,0.287702195413283,0.287699417104633,0.124479340659341,0.00707913043478261
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0.00701800764452939,0.00701800764452939
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.355506817964644,0.393569646440517,0.50560216435738,0.417852064022933,0.343398948877211,0.287930016722408,0.287702195413283,0.287699417104633,0.117461333014811,6.1122790253225e-05
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0.00223376015289059,0.00261994505494506,0.00388129718107978,0.00599003344481606,0.00809599139990444,0.0102019493549928,0.0123079073100812,0.0144138652651696,0.016519823220258,0.0186285594839943
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.0857469397993311,0.0893142881032011,0.0870555231724797,0.0896337935977067,0.0922176206402295,0.09435969660774,0.0973686048733875,0.0999468752986144,0.102530702341137,0.105297897754419
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.0913896846631628,0.104803358815098,0.11735853559484,0.144624856665074,0.171896734352604,0.198726860965122,0.226423819875776,0.253692919254658,0.280962018633542,0.308420043000478
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.302724510272336,0.287602176301958,0.00929899904443383,0.176592075967511,0.257357508361204,0.232930618729097,0.216246875298614,0.208517620640229,0.192506227902532,0.177006043956044
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Ocean","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.138534804108934,0.0866887864309603,0.111707455805064,0.0273496703296703,0.0200899498327759,0.0211873817486861,0.0205261442904921,0.0196398638318204,0.0138748733874821,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.00227265647396078,0.00227265647396065,0.00745698041089353,0.0177367224080267,0.0156307644529383,0.0221431199235549,0.0475535308170092,0.12014240086001,0.337583948877208,0.495694715719064
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar|CSP","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-80%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0.00192814620162446,0.00478146918299092,0.00702078595317725,0.0107464978499761,0.0144749880554228,0.0182034782608696,0.0219319684663163,0.025660458671763,0.0293861705685619,0.0331146607740086
"IEEJ","NDC&2050-80%","Japan","Relative Carbon Price","",NA,NA,NA,0.784800601956357,0.939312039312036,1.01422838380153,Inf,8.9691780821918,14.0934256055363,63.277049180328
"IEEJ","NDC&2050-80%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0.00279251341512258,-0.00556624018851388,8.34326809536179e-10,-0.0244110903913204,-0.00973213420996707,-0.0505216437651515,-0.153556727983808,-0.300301930638268,-0.484589926807233,-0.681553870077196
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1307.84121567116,1220.32168237719,1280.31210964184,1179.7798106441,1151.03201370885,1148.0656369795,1137.16486525871,1123.38977574872,1128.5771267017,1095.50558950258
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",394.772047304517,350.436940588759,322.55227942962,336.210266956832,347.482371247062,358.538503234168,353.519459279423,347.958799410652,342.677475200887,337.197146355465
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",125.913937175391,116.4813473,119.366136947495,101.871011789471,78.0153024386725,64.6502908917542,51.0414401728893,45.0438271598268,40.19835073,38.33537195
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",276.795415779244,258.428777902281,251.40795546815,239.901704051835,225.795434758964,206.105252681143,178.593379102879,165.922619392122,157.030716030269,155.736969690602
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",510.359815412009,494.974616586147,586.985737796578,501.79682784596,499.738905264149,518.771590172438,554.010586703517,564.464529786119,588.670584740541,564.23610150651
"TIMES-Japan","Baseline","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",425.448082093572,423.826171886593,506.53157303217,450.944746347989,455.432278260616,478.987268154111,519.27499100239,533.942709721614,565.076071198905,541.199257179877
"TIMES-Japan","Baseline","Japan","Energy Service|Industry|Cement Production","Mt/yr",70.127,50.986,54.342,56,54,52,51.5,51,50.5704025,50.140805
"TIMES-Japan","Baseline","Japan","Energy Service|Industry|Crude Steel Production","Mt/yr",111.369,108.643,104.217,109.533,114.849,120.165503618603,119.721675,118.217946952001,116.733106027342,115.266915
"TIMES-Japan","Baseline","Japan","Final Energy","EJ/yr",14.6729274706013,13.6579225888006,12.8074278706154,12.6016597696834,12.4514894671363,12.5086878132868,12.0225455480617,11.7036505424814,11.4254103084048,11.2349322497358
"TIMES-Japan","Baseline","Japan","Final Energy|Commercial","EJ/yr",1.82265563425358,1.74824361439139,1.73196528431647,1.654029129356,1.58922994706302,1.51878846015636,1.50270424419438,1.48143263178243,1.46567239762061,1.44972584435545
"TIMES-Japan","Baseline","Japan","Final Energy|Electricity","EJ/yr",3.39973520006724,3.41177497105829,3.25198121861531,3.33683124285398,3.41652146996518,3.57011535554779,3.62479910527406,3.58101027415718,3.6025877938832,3.52554148990804
"TIMES-Japan","Baseline","Japan","Final Energy|Gases","EJ/yr",1.27865109786307,1.36233191550355,1.56755570670572,1.82384143100701,1.95625349114083,2.18506336928838,2.18061847036659,2.15269971989641,2.14101166932605,2.15084512841931
"TIMES-Japan","Baseline","Japan","Final Energy|Heat","EJ/yr",0.06174529,0.069940915,0.0879109562831325,0.111375008708242,0.146278305510205,0.192131188761149,0.22020293795985,0.24664856295985,0.245831364373702,0.253255748897497
"TIMES-Japan","Baseline","Japan","Final Energy|Hydrogen","EJ/yr",0,0,0,0,0,0.0165980198019802,0.0433292966732673,0.0327589874672889,0.0060277105960018,0.0263057079939471
"TIMES-Japan","Baseline","Japan","Final Energy|Industry","EJ/yr",6.50589179784573,5.96441358519957,5.56183517770072,5.84870935460128,6.12594042200518,6.49302102734467,6.44519181284104,6.37852480298201,6.31624492348566,6.25071515855381
"TIMES-Japan","Baseline","Japan","Final Energy|Liquids","EJ/yr",8.23578013859799,7.26300119730789,6.333502138093,5.61202969092126,4.95463790596322,4.34084366541222,3.7245303126915,3.43935812331349,3.20801255462731,3.11431324973997
"TIMES-Japan","Baseline","Japan","Final Energy|Other","EJ/yr",0.236202189110577,0.239933762239275,0.300449711051754,0.365079866497566,0.50648076504508,0.62437437062196,0.647014255311081,0.67617966713761,0.660500732071184,0.616231025214817
"TIMES-Japan","Baseline","Japan","Final Energy|Residential","EJ/yr",2.12486945232036,2.0873394751408,2.06441259795258,1.91574741445253,1.69425459502292,1.63967552828089,1.47775393585014,1.4191572199567,1.32336918551822,1.24964789098479
"TIMES-Japan","Baseline","Japan","Final Energy|Residential and Commercial","EJ/yr",3.94752508657394,3.83558308953219,3.79637788226905,3.56977654380853,3.28348454208594,3.15846398843725,2.98045818004453,2.90058985173912,2.78904158313883,2.69937373534024
"TIMES-Japan","Baseline","Japan","Final Energy|Solids","EJ/yr",1.46081355496238,1.31093982769164,1.26602813986643,1.35250252969537,1.47131752951181,1.57956184385336,1.58205116978533,1.57499520754952,1.56143848352732,1.54843989956225
"TIMES-Japan","Baseline","Japan","Final Energy|Solids|Coal","EJ/yr",1.46081355496238,1.31093982769164,1.26602813986643,1.35250252969537,1.47131752951181,1.57956184385336,1.58205116978533,1.57499520754952,1.56143848352732,1.54843989956225
"TIMES-Japan","Baseline","Japan","Final Energy|Transportation","EJ/yr",4.2195105861816,3.85792591406888,3.44921481064558,3.18317387127362,3.0420645030452,2.85720279750491,2.59689555517612,2.42453588776022,2.32012380178027,2.28484335584178
"TIMES-Japan","Baseline","Japan","GDP|MER","billion US$2005/yr",4694.79654024048,4983.32645368179,5134.63104113142,5290.52956365555,5451.16150307576,5616.6705761839,5616.6705761839,5616.6705761839,5616.6705761839,5616.6705761839
"TIMES-Japan","Baseline","Japan","Population","million",127.684,127.623,126.444,124.133,120.913,117.149,113.114,108.964,104.758,100.496
"TIMES-Japan","Baseline","Japan","Primary Energy","EJ/yr",19.58077035,18.57365943,17.77015525,16.11651146,15.77936012,15.68548309,15.45353121,15.11022012,14.89728507,14.58290549
"TIMES-Japan","Baseline","Japan","Primary Energy|Biomass","EJ/yr",0.340492362,0.416119131,0.432041326,0.436901261,0.442176997,0.444677791,0.531714772,0.540644438,0.535926778,0.527406854
"TIMES-Japan","Baseline","Japan","Primary Energy|Coal","EJ/yr",3.895216438,4.176406413,4.240468444,4.719294936,5.339175407,5.371135309,5.88387296,6.010500983,6.302751663,6.076589546
"TIMES-Japan","Baseline","Japan","Primary Energy|Gas","EJ/yr",2.961,3.60159,4.22847,3.300618533,3.005571291,3.461208176,3.189807981,3.166659448,3.017690484,3.007256649
"TIMES-Japan","Baseline","Japan","Primary Energy|Geothermal","EJ/yr",0.013204126,0.01306008,0.028833704,0.035563528,0.03676263,0.025074483,0.019750368,0.01778556,0.016955543,0.018237984
"TIMES-Japan","Baseline","Japan","Primary Energy|Hydro","EJ/yr",0.353032906,0.341951155,0.387861264,0.3957768,0.403692336,0.376635595,0.379690571,0.364114656,0.411607872,0.411607872
"TIMES-Japan","Baseline","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.522486182,0.540904255,0.693824291,0.953732101,1.059068891,1.141933386,1.223753558,1.282848705,1.335291324,1.334929137
"TIMES-Japan","Baseline","Japan","Primary Energy|Nuclear","EJ/yr",1.216575373,1.013819633,0.011364313,0.50394688,0.604801106,0.674392143,0.674038502,0.493530163,0.362318841,0.359476494
"TIMES-Japan","Baseline","Japan","Primary Energy|Oil","EJ/yr",10.645,8.82482,8.163986874,6.202017745,5.328566425,4.57553827,3.906966218,3.57265916,3.32021073,3.226511425
"TIMES-Japan","Baseline","Japan","Primary Energy|Other","EJ/yr",0.1165699,0.125811567,0.126297846,0.199329491,0.245330548,0.317985999,0.359353649,0.390871477,0.405153367,0.418583001
"TIMES-Japan","Baseline","Japan","Primary Energy|Secondary Energy Trade","EJ/yr",0,0,0,0,0,0.01659802,0.043377224,0.043377224,0.023095248,0.050735381
"TIMES-Japan","Baseline","Japan","Primary Energy|Solar","EJ/yr",0.036052611,0.044754957,0.108447093,0.280677897,0.331845073,0.368724502,0.390230633,0.414133147,0.40472181,0.38873868
"TIMES-Japan","Baseline","Japan","Primary Energy|Wind","EJ/yr",0.00362664,0.015326496,0.042384384,0.042384384,0.041438304,0.053512808,0.074728336,0.095943865,0.096852732,0.0977616
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity","PWh/yr",1.05887029833185,1.05171209509188,0.970144947935775,0.995092282472419,1.02202833125647,1.06899101848242,1.10964942320965,1.08952481503025,1.10306810431841,1.07685013166917
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.216644160198123,0.198780440490605,0.2403744,0.3213168,0.375119646064294,0.393807622055172,0.463626627798139,0.485273747835822,0.529171114351947,0.503416714351947
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.216644160198123,0.198780440490605,0.2403744,0.3213168,0.375119646064294,0.393807622055172,0.463626627798139,0.485273747835822,0.529171114351947,0.503416714351947
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.261199434061895,0.323302070786375,0.38003923788705,0.238363705055083,0.180467891721849,0.201849691528324,0.169686570814656,0.157141483904446,0.143576393446113,0.132421611815427
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.261199434061895,0.323302070786375,0.38003923788705,0.238363705055083,0.180467891721849,0.201849691528324,0.169686570814656,0.157141483904446,0.143576393446113,0.132421611815427
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0.00218512944,0.002057219424,0.007008,0.007008,0.007008,0.00552174336,0.003705045504,0.002803031808,0.002216237952,0.002216237952
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.104002594120118,0.101183524085678,0.112961184929581,0.113463536669543,0.117781190572334,0.11008120861334,0.110745592596912,0.10623472905899,0.119243068554542,0.116651128898935
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.117268280410117,0.120635256509678,0.16168233392958,0.209521316669543,0.226270505572334,0.22758098077334,0.238486719300913,0.24513189446699,0.258419103306542,0.256692826850935
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.33793760352,0.281616564705883,0.0031567536,0.139985244426373,0.168000307195586,0.18733115089204,0.187232917203172,0.137091711829743,0.100644122383253,0.0998545815708878
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.122950297475046,0.126844959932666,0.175361201929485,0.0808567301436433,0.0669840363024114,0.0530981482751508,0.0475953664591756,0.0433500072334353,0.0384558933644119,0.03879082403119
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.0102289226666667,0.00911760266666667,0.020262020589659,0.0179256861777778,0.0202093444,0.0224930249583932,0.0208040216335975,0.0399319697598128,0.0518106774661381,0.0652959730487881
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0.00271475685,0.004552353,0.019208709,0.06439914,0.074947275,0.07994376,0.08549541,0.09104706,0.09104706,0.09104706
"TIMES-Japan","Baseline","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0.0010074,0.00425736,0.01177344,0.01177344,0.01151064,0.0148646688,0.0207578712,0.0266510736,0.0269035368,0.027156
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,0.287868,0.95956,0.522900753883677,0,0,0
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1316.7806320574,1238.8229654565,1311.25567279641,1172.678,1049.839,927,858.229625,789.45925,720.688875,651.9185
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",400.586390522818,364.075024238508,351.862353609646,358.965542975382,343.383267308023,311.073906819923,280.269644540674,238.433966006816,208.52962986087,201.175583317911
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",124.186089359594,115.357477270925,119.706213832124,104.316327869433,77.440133588029,62.6782105617986,47.7030105751154,34.1960469415971,19.3243902860338,17.2615845517583
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",276.795415779244,258.428777902281,251.546723339556,239.901704051835,224.356091476712,201.86663508546,177.614739299513,153.770200784039,144.287124780032,138.515284896103
"TIMES-Japan","NDC&2050-50%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",515.212736395742,500.961686044782,588.140382015081,469.494425103351,404.659507627236,351.381247532818,352.642230584697,363.059036267548,348.547730073064,294.966047234227
