"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"AIM/CGE","NDC&2050-50%","Japan","Secondary Energy|Heat","EJ/yr",0.03,0.0301,0.0359,0.0323,0.0319,0.0312,0.0283,0.0257,0.0237,0.0248
"AIM/CGE","NDC&2050-50%","Japan","Secondary Energy|Liquids","EJ/yr",8.3511,8.1072,8.0494,8.1467,7.7796,7.2444,7.5084,7.497,7.2434,5.4823
"AIM/CGE","NDC&2050-50%","Japan","Secondary Energy|Liquids|Biomass","EJ/yr",0,0,0.033,0.0443,0.0578,0.0738,0.0843,0.0984,0.1179,0.1492
"AIM/CGE","NDC&2050-50%","Japan","Secondary Energy|Liquids|Oil","EJ/yr",8.3511,8.1072,8.0164,8.1024,7.7218,7.1706,7.4241,7.3987,7.1255,5.333
"AIM/CGE","NDC&2050-50%","Japan","Consumption Loss per GDP","",0,2.14539891258924e-05,0.001505774598591,0.000270471028887488,0.00153251902054761,0.00405303823472792,0.00330867762780447,0.00416733891264144,0.00580410036039225,0.0159318004772859
"AIM/CGE","NDC&2050-50%","Japan","Relative Carbon Price","",NA,NA,1,1,1,1,1,1,1,1
"AIM/CGE","NDC&2050-50%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0,0.00181052777718154,-0.0620631879992897,-0.0401093046108056,-0.120853906220376,-0.2363504332814,-0.275981058754549,-0.327685284188558,-0.382234837947064,-0.556351777520255
"AIM/CGE","NDC&2050-60%","Japan","Consumption","billion US$2005/yr",3332.6753,3320.9196,3539.9887,3721.4517,3919.1845,4095.057,4236.53,4340.4492,4437.0511,4480.5352
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,1.9424,26.3203,93.7885,161.7967,230.7475,324.0015
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1344.8901,1316.1945,1322.5877,1272.728,1154.6165,1011.2314,941.382,836.5819,678.8458,455.1685
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",775.6854,724.229,666.5108,671.0098,614.7712,559.8973,567.9045,546.9804,474.2358,326.8926
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Agriculture","Mt CO2/yr",11.8112,11.5073,10.4702,10.245,9.2798,8.4276,8.1145,7.6231,6.6927,4.9309
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",325.0218,290.1718,240.2372,233.0427,190.7706,158.313,152.6245,138.8263,109.613,64.8103
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",186.6223,175.359,173.5026,172.9833,164.2186,153.7363,162.2967,160.4053,142.4415,97.4481
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",252.2301,247.1909,242.3009,254.7388,250.5021,239.4203,244.8688,240.1257,215.4886,159.7032
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",512.1683,536.2244,618.0263,560.3672,503.683,418.0111,340.3167,257.2642,174.4053,101.7379
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",401.8424,429.2456,511.5766,453.4295,401.4739,323.2343,251.1302,179.2846,117.044,69.2867
"AIM/CGE","NDC&2050-60%","Japan","Emissions|CO2|Fossil Fuels and Industry|Industrial Processes","Mt CO2/yr",57.0365,55.7412,38.0506,41.351,36.1623,33.323,33.1608,32.3372,30.2047,26.538
"AIM/CGE","NDC&2050-60%","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1456.0859,1465.384,1469.4623,1435.6553,1248.7344,1061.8631,987.7499,873.2305,709.2675,476.3064
"AIM/CGE","NDC&2050-60%","Japan","Final Energy","EJ/yr",14.3179,13.7846,13.1433,13.4891,12.9526,12.4078,12.4008,12.1099,11.2331,9.2464
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Commercial","EJ/yr",2.7609,2.6823,2.5631,2.6636,2.5528,2.4551,2.436,2.3678,2.1877,1.7792
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Electricity","EJ/yr",3.4475,3.5437,3.4036,3.6604,3.7008,3.7623,3.5384,3.4416,3.4623,3.6132
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Gases","EJ/yr",1.1678,1.1156,1.1911,1.1216,1.112,1.1071,1.1243,1.1075,1.0645,0.8609
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Heat","EJ/yr",0.0245,0.0252,0.0241,0.0262,0.0264,0.0269,0.0255,0.0249,0.025,0.0251
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Industry","EJ/yr",5.7814,5.3937,4.8775,4.8347,4.4126,4.0913,3.9951,3.8253,3.4791,2.7948
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Liquids","EJ/yr",8.3003,7.9503,7.7723,7.9492,7.629,7.182,7.4058,7.2717,6.4953,4.6465
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Residential","EJ/yr",2.2339,2.2468,2.2842,2.3946,2.4343,2.4395,2.464,2.4556,2.3914,2.2099
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Residential and Commercial","EJ/yr",4.9948,4.9292,4.8473,5.0582,4.9871,4.8946,4.9,4.8234,4.5792,3.9891
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Solids","EJ/yr",1.3777,1.1498,0.7522,0.7316,0.4844,0.3295,0.3068,0.264,0.1859,0.1006
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Solids|Biomass","EJ/yr",0.1068,0.0951,0.0896,0.0834,0.0778,0.0722,0.0668,0.0614,0.0562,0.0509
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Solids|Coal","EJ/yr",1.2709,1.0547,0.6626,0.6482,0.4067,0.2573,0.24,0.2027,0.1297,0.0497
"AIM/CGE","NDC&2050-60%","Japan","Final Energy|Transportation","EJ/yr",3.5416,3.4618,3.4185,3.5962,3.5528,3.4219,3.5057,3.4611,3.1748,2.4625
"AIM/CGE","NDC&2050-60%","Japan","GDP|MER","billion US$2005/yr",4453.0615,4437.4032,4723.9474,4957.2777,5215.5307,5447.0742,5627.5053,5764.9536,5901.2091,5989.4158
"AIM/CGE","NDC&2050-60%","Japan","GDP|PPP","billion US$2005/yr",3788.6466,3775.3246,4019.1152,4217.6316,4437.3522,4634.3485,4787.8585,4904.799,5020.7246,5095.7705
"AIM/CGE","NDC&2050-60%","Japan","Policy Cost|Consumption Loss","billion US$2005/yr",0,0.0952,7.1132,1.3408,7.9929,22.0772,22.5819,31.8173,57.7431,132.991
"AIM/CGE","NDC&2050-60%","Japan","Policy Cost|GDP Loss","billion US$2005/yr",0,0.0778,8.5041,3.5507,10.9728,25.5415,28.9108,37.3088,60.1554,126.2939
"AIM/CGE","NDC&2050-60%","Japan","Population","million",126.3929,126.5359,126.1045,124.8125,122.8502,120.4098,117.6703,114.7544,111.7079,108.6087
"AIM/CGE","NDC&2050-60%","Japan","Price|Carbon","US$2005/t CO2",0,0,19.6578,8.5717,29.4601,63.7894,62.9892,74.5092,136.6425,465.4443
"AIM/CGE","NDC&2050-60%","Japan","Price|Primary Energy|Coal","US$2005/GJ",2.9932,2.8874,2.7851,2.7348,2.6719,2.5372,2.3964,2.2438,2.1209,2.012
"AIM/CGE","NDC&2050-60%","Japan","Price|Primary Energy|Gas","US$2005/GJ",10.6812,11.0473,11.3494,11.6893,11.7058,11.6524,11.9676,12.68,13.4967,15.0224
"AIM/CGE","NDC&2050-60%","Japan","Price|Primary Energy|Oil","US$2005/GJ",8.1528,8.0637,7.9957,7.819,7.5555,7.2739,6.9268,6.6099,6.4537,6.4152
"AIM/CGE","NDC&2050-60%","Japan","Price|Secondary Energy|Electricity","US$2005/GJ",50.9911,48.1877,53.2749,47.6238,48.6696,51.1257,53.7696,56.2123,61.8624,81.6581
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy","EJ/yr",19.6547,19.2352,19.1804,19.0941,18.0939,17.0669,17.0267,16.6344,15.6291,13.7444
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Biomass","EJ/yr",0.2861,0.2676,0.3424,0.3707,0.4104,0.464,0.5242,0.5899,0.696,0.764
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0.0018,0.0279,0.0827,0.1971,0.329
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Biomass|w/o CCS","EJ/yr",0.2861,0.2676,0.3424,0.3707,0.4104,0.4621,0.4962,0.5072,0.499,0.435
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Coal","EJ/yr",4.7603,4.7342,4.6952,4.4272,3.6902,3.0209,2.9469,2.8214,2.5839,2.4604
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Coal|w/ CCS","EJ/yr",0,0,0,0,0.0245,0.2202,0.6001,0.9496,1.2614,1.7357
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Coal|w/o CCS","EJ/yr",4.7603,4.7342,4.6952,4.4272,3.6657,2.8007,2.3468,1.8718,1.3224,0.7247
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Gas","EJ/yr",2.9401,2.9401,3.5427,3.0372,2.9245,2.8086,2.6676,2.4796,2.4016,2.5623
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0.0882,0.3695,0.6169,0.8829,1.4591
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Gas|w/o CCS","EJ/yr",2.9401,2.9401,3.5427,3.0372,2.9245,2.7204,2.2981,1.8627,1.5187,1.1032
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Geothermal","EJ/yr",0.012,0.0117,0.0124,0.013,0.0137,0.0143,0.0136,0.0132,0.0135,0.0138
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Hydro","EJ/yr",0.2868,0.2875,0.3118,0.3362,0.3728,0.4093,0.4495,0.4097,0.4097,0.4097
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.305,0.3301,0.414,0.5291,0.8847,1.39,1.5625,1.7363,1.9008,1.9035
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Nuclear","EJ/yr",1.0678,0.9888,0.1825,0.7185,0.6399,0.4895,0.2338,0.1251,0.0742,0.0201
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Oil","EJ/yr",10.2953,9.9743,10.0037,10.0114,9.5442,8.894,9.0915,8.8823,7.9726,6.0342
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0.0506,0.2286,0.4096,0.6708,1.1461
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Oil|w/o CCS","EJ/yr",10.2953,9.9743,10.0037,10.0114,9.5442,8.8434,8.8629,8.4726,7.3018,4.8881
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Solar","EJ/yr",0,0.0179,0.0444,0.0811,0.2157,0.447,0.5816,0.7989,0.9665,0.9681
"AIM/CGE","NDC&2050-60%","Japan","Primary Energy|Wind","EJ/yr",0.0062,0.013,0.0453,0.0987,0.2825,0.5194,0.5179,0.5145,0.5111,0.5119
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity","PWh/yr",1.06505555555556,1.09394444444444,1.04825,1.12711111111111,1.13488888888889,1.14755555555556,1.07875,1.04744444444444,1.05130555555556,1.09491666666667
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",0.0224166666666667,0.0215555555555556,0.0229166666666667,0.0241666666666667,0.0258055555555556,0.0278055555555556,0.0293888888888889,0.0308055555555556,0.0331944444444444,0.03625
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass|w/ CCS","PWh/yr",0,0,0,0,0,2.77777777777778e-05,0.000444444444444444,0.00152777777777778,0.00361111111111111,0.00677777777777778
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Biomass|w/o CCS","PWh/yr",0.0224166666666667,0.0215555555555556,0.0229166666666667,0.0241666666666667,0.0258055555555556,0.0278055555555556,0.0289444444444444,0.0292777777777778,0.0295833333333333,0.0294722222222222
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.287916666666667,0.317111111111111,0.364611111111111,0.338444444444444,0.289583333333333,0.233138888888889,0.217361111111111,0.201944444444444,0.186388888888889,0.194
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0.00288888888888889,0.0256388888888889,0.0673888888888889,0.102972222222222,0.132333333333333,0.176527777777778
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.287916666666667,0.317111111111111,0.364611111111111,0.338444444444444,0.286694444444444,0.207472222222222,0.149972222222222,0.0989444444444444,0.0540555555555556,0.0174722222222222
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.257055555555556,0.263944444444444,0.338444444444444,0.276833333333333,0.262472222222222,0.245222222222222,0.217555555555556,0.188805555555556,0.178916666666667,0.218083333333333
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0.01225,0.0500277777777778,0.0811944444444444,0.112722222222222,0.181
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.257055555555556,0.263944444444444,0.338444444444444,0.276833333333333,0.262472222222222,0.232944444444444,0.167527777777778,0.107611111111111,0.0661944444444444,0.0370833333333333
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0.00333333333333333,0.00325,0.00344444444444444,0.00361111111111111,0.00380555555555556,0.00397222222222222,0.00377777777777778,0.00366666666666667,0.00375,0.00383333333333333
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.0796666666666667,0.0798611111111111,0.0866111111111111,0.0933888888888889,0.103555555555556,0.113694444444444,0.124861111111111,0.113805555555556,0.113805555555556,0.113805555555556
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.0847222222222222,0.0916944444444444,0.115,0.146972222222222,0.24575,0.386111111111111,0.434027777777778,0.482305555555556,0.528,0.52875
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.296611111111111,0.274666666666667,0.0506944444444444,0.199583333333333,0.17775,0.135972222222222,0.0649444444444444,0.03475,0.0206111111111111,0.00558333333333333
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.116333333333333,0.124944444444444,0.156583333333333,0.141111111111111,0.133555555555556,0.119333333333333,0.115472222222222,0.108861111111111,0.104194444444444,0.112277777777778
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0,0.00497222222222222,0.0123333333333333,0.0225277777777778,0.0599166666666667,0.124166666666667,0.161555555555556,0.221916666666667,0.268472222222222,0.268916666666667
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0.00172222222222222,0.00361111111111111,0.0125833333333333,0.0274166666666667,0.0784722222222222,0.144277777777778,0.143861111111111,0.142916666666667,0.141972222222222,0.142194444444444
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Gases","EJ/yr",1.1677,1.1155,1.191,1.1216,1.1119,1.107,1.1242,1.1075,1.0644,0.8609
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Heat","EJ/yr",0.03,0.0301,0.0359,0.0323,0.0319,0.0312,0.029,0.0266,0.0262,0.0291
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Liquids","EJ/yr",8.3511,8.1072,8.0494,8.1467,7.7796,7.2444,7.3577,7.2461,6.5373,4.855
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Liquids|Biomass","EJ/yr",0,0,0.033,0.0443,0.0578,0.0738,0.0855,0.1011,0.1354,0.1442
"AIM/CGE","NDC&2050-60%","Japan","Secondary Energy|Liquids|Oil","EJ/yr",8.3511,8.1072,8.0164,8.1024,7.7218,7.1706,7.2723,7.145,6.4019,4.7108
"AIM/CGE","NDC&2050-60%","Japan","Consumption Loss per GDP","",0,2.14539891258924e-05,0.001505774598591,0.000270471028887488,0.00153251902054761,0.00405303823472792,0.00401277276451432,0.00551909038782203,0.00978496084810823,0.0222043358552599
"AIM/CGE","NDC&2050-60%","Japan","Relative Carbon Price","",NA,NA,1,1,1,1,1.15565487329649,1.24020979428376,1.81481014171304,1.69019164818309
"AIM/CGE","NDC&2050-60%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0,0.00181052777718154,-0.0620631879992897,-0.0401093046108056,-0.120853906220376,-0.2363504332814,-0.293711973176448,-0.366229386289804,-0.477584476040191,-0.645324647029965
"AIM/CGE","NDC&2050-70%","Japan","Consumption","billion US$2005/yr",3332.6753,3320.9196,3539.9887,3721.4517,3919.1845,4095.057,4222.8247,4313.6828,4390.155,4397.9015
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,1.9424,26.3203,89.3316,157.2052,226.6887,314.7157
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1344.8901,1316.1945,1322.5877,1272.728,1154.6165,1011.2314,879.4409,726.3942,549.7828,344.6335
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",775.6854,724.229,666.5108,671.0098,614.7712,559.8973,522.8364,463.6472,365.0601,230.2929
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Agriculture","Mt CO2/yr",11.8112,11.5073,10.4702,10.245,9.2798,8.4276,7.7083,6.9024,5.5996,3.7957
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",325.0218,290.1718,240.2372,233.0427,190.7706,158.313,136.4463,109.1523,73.7641,36.519
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",186.6223,175.359,173.5026,172.9833,164.2186,153.7363,150.0497,136.9948,111.2465,66.4491
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",252.2301,247.1909,242.3009,254.7388,250.5021,239.4203,228.6321,210.5977,174.4499,123.5292
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",512.1683,536.2244,618.0263,560.3672,503.683,418.0111,324.9906,232.7455,157.1911,90.0078
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",401.8424,429.2456,511.5766,453.4295,401.4739,323.2343,242.0689,168.8129,114.6973,69.3676
"AIM/CGE","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Industrial Processes","Mt CO2/yr",57.0365,55.7412,38.0506,41.351,36.1623,33.323,31.6139,30.0014,27.5316,24.3328
"AIM/CGE","NDC&2050-70%","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1456.0859,1465.384,1469.4623,1435.6553,1248.7344,1061.8631,919.9195,757.1324,572.7639,358.513
"AIM/CGE","NDC&2050-70%","Japan","Final Energy","EJ/yr",14.3179,13.7846,13.1433,13.4891,12.9526,12.4078,11.8504,11.1533,9.7839,7.8731
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Commercial","EJ/yr",2.7609,2.6823,2.5631,2.6636,2.5528,2.4551,2.3267,2.1799,1.888,1.474
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Electricity","EJ/yr",3.4475,3.5437,3.4036,3.6604,3.7008,3.7623,3.5818,3.5641,3.5209,3.7049
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Gases","EJ/yr",1.1678,1.1156,1.1911,1.1216,1.112,1.1071,1.1121,1.0623,0.9582,0.6291
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Heat","EJ/yr",0.0245,0.0252,0.0241,0.0262,0.0264,0.0269,0.0258,0.0256,0.0249,0.0239
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Industry","EJ/yr",5.7814,5.3937,4.8775,4.8347,4.4126,4.0913,3.8171,3.5199,3.0183,2.3284
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Liquids","EJ/yr",8.3003,7.9503,7.7723,7.9492,7.629,7.182,6.882,6.3151,5.1574,3.4412
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Residential","EJ/yr",2.2339,2.2468,2.2842,2.3946,2.4343,2.4395,2.4125,2.3663,2.2468,2.0741
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Residential and Commercial","EJ/yr",4.9948,4.9292,4.8473,5.0582,4.9871,4.8946,4.7392,4.5461,4.1348,3.5481
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Solids","EJ/yr",1.3777,1.1498,0.7522,0.7316,0.4844,0.3295,0.2488,0.1862,0.1225,0.074
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Solids|Biomass","EJ/yr",0.1068,0.0951,0.0896,0.0834,0.0778,0.0722,0.0665,0.0609,0.0555,0.0498
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Solids|Coal","EJ/yr",1.2709,1.0547,0.6626,0.6482,0.4067,0.2573,0.1822,0.1253,0.067,0.0242
"AIM/CGE","NDC&2050-70%","Japan","Final Energy|Transportation","EJ/yr",3.5416,3.4618,3.4185,3.5962,3.5528,3.4219,3.2941,3.0873,2.6308,1.9966
"AIM/CGE","NDC&2050-70%","Japan","GDP|MER","billion US$2005/yr",4453.0615,4437.4032,4723.9474,4957.2777,5215.5307,5447.0742,5614.3308,5739.742,5857.1287,5911.0067
"AIM/CGE","NDC&2050-70%","Japan","GDP|PPP","billion US$2005/yr",3788.6466,3775.3246,4019.1152,4217.6316,4437.3522,4634.3485,4776.6497,4883.3491,4983.2212,5029.0603
"AIM/CGE","NDC&2050-70%","Japan","Policy Cost|Consumption Loss","billion US$2005/yr",0,0.0952,7.1132,1.3408,7.9929,22.0772,36.2872,58.5836,104.6392,215.6247
"AIM/CGE","NDC&2050-70%","Japan","Policy Cost|GDP Loss","billion US$2005/yr",0,0.0778,8.5041,3.5507,10.9728,25.5415,42.0854,62.5204,104.2358,204.703
"AIM/CGE","NDC&2050-70%","Japan","Population","million",126.3929,126.5359,126.1045,124.8125,122.8502,120.4098,117.6703,114.7544,111.7079,108.6087
"AIM/CGE","NDC&2050-70%","Japan","Price|Carbon","US$2005/t CO2",0,0,19.6578,8.5717,29.4601,63.7894,101.3521,157.7409,348.2715,1139.7553
"AIM/CGE","NDC&2050-70%","Japan","Price|Primary Energy|Coal","US$2005/GJ",2.9932,2.8874,2.7851,2.7348,2.6719,2.5372,2.3825,2.2169,2.0845,1.9655
"AIM/CGE","NDC&2050-70%","Japan","Price|Primary Energy|Gas","US$2005/GJ",10.6812,11.0473,11.3494,11.6893,11.7058,11.6524,11.9298,12.6056,13.3674,14.7786
"AIM/CGE","NDC&2050-70%","Japan","Price|Primary Energy|Oil","US$2005/GJ",8.1528,8.0637,7.9957,7.819,7.5555,7.2739,6.8998,6.561,6.3821,6.3074
"AIM/CGE","NDC&2050-70%","Japan","Price|Secondary Energy|Electricity","US$2005/GJ",50.9911,48.1877,53.2749,47.6238,48.6696,51.1257,56.918,61.7149,76.6854,110.5648
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy","EJ/yr",19.6547,19.2352,19.1804,19.0941,18.0939,17.0669,16.2984,15.3955,13.9358,12.1582
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Biomass","EJ/yr",0.2861,0.2676,0.3424,0.3707,0.4104,0.464,0.5505,0.6591,0.7541,0.7924
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0.0018,0.0295,0.1168,0.2402,0.3615
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Biomass|w/o CCS","EJ/yr",0.2861,0.2676,0.3424,0.3707,0.4104,0.4621,0.521,0.5424,0.5139,0.4309
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Coal","EJ/yr",4.7603,4.7342,4.6952,4.4272,3.6902,3.0209,2.6643,2.3719,2.1151,2.0004
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Coal|w/ CCS","EJ/yr",0,0,0,0,0.0245,0.2202,0.5497,0.8176,1.0778,1.4632
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Coal|w/o CCS","EJ/yr",4.7603,4.7342,4.6952,4.4272,3.6657,2.8007,2.1146,1.5543,1.0373,0.5372
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Gas","EJ/yr",2.9401,2.9401,3.5427,3.0372,2.9245,2.8086,2.7307,2.5694,2.6134,2.8112
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0.0882,0.3883,0.6823,1.0899,1.8499
"AIM/CGE","NDC&2050-70%","Japan","Primary Energy|Gas|w/o CCS","EJ/yr",2.9401,2.9401,3.5427,3.0372,2.9245,2.7204,2.3423,1.8871,1.5235,0.9613
